"Category";"Aantal per 100.000 inwoners";"Aantal"
"Noordenveld";3.2;1
"Noordoostpolder";8.5;4
"Noordwijk";14;6
"Nuenen, Gerwen en Nederwetten";17.3;4
"Nunspeet";80.1;22
"Oegstgeest";32.8;8
"Oirschot";21.5;4
"Oisterwijk";61.2;16
"Oldambt";0;0
"Oldebroek";33.9;8
"Oldenzaal";25.1;8
"Olst-Wijhe";22.1;4
"Ommen";33.7;6
"Oost Gelre";20.2;6
"Oosterhout";41.4;23
"Ooststellingwerf";0;0
"Oostzaan";51.2;5
"Opmeer";0;0
"Opsterland";10.1;3
"Oss";79.8;73
"Oude IJsselstreek";10.1;4
"Ouder-Amstel";50.3;7
"Oudewater";68.6;7
"Overbetuwe";69.4;33
"Papendrecht";15.5;5
"Peel en Maas";182.4;79
"Pekela";16.4;2
"Pijnacker-Nootdorp";25.8;14
"Purmerend";28.7;23
"Putten";12.4;3
"Raalte";16;6
"Reimerswaal";26.5;6
"Renkum";35.1;11
"Renswoude";0;0
"Reusel-De Mierden";7.7;1
"Rheden";34.4;15
"Rhenen";5;1
"Ridderkerk";15.1;7
"Rijssen-Holten";10.4;4
"Rijswijk";15;8
"Roerdalen";48.5;10
"Roermond";44.7;26
"Roosendaal";23.4;18
"Rotterdam";25.3;163
"Rozendaal";120.9;2
"Rucphen";26.6;6
"Schagen";21.5;10
"Scherpenzeel";20.3;2
"Schiedam";12.8;10
"Schiermonnikoog";0;0
"Schouwen-Duiveland";8.9;3
"Simpelveld";66.6;7
"Sint Anthonis";112;13
"Sint-Michielsgestel";58.6;17
"Sittard-Geleen";90.7;84
"Sliedrecht";16;4
"Sluis";21.4;5
"Smallingerland";5.4;3
"Soest";43.3;20
"Someren";36.2;7
"Son en Breugel";76.9;13
"Stadskanaal";0;0
"Staphorst";23.5;4
"Stede Broec";41.5;9
"Steenbergen";35.9;9
"Steenwijkerland";11.4;5
"Stein";96.1;24
"Stichtse Vecht";24.9;16
"Súdwest-Fryslân";6.7;6
"Terneuzen";11;6
"Terschelling";0;0
"Texel";22.1;3
"Teylingen";18.9;7
"Tholen";42.7;11
"Tiel";19.1;8
"Tilburg";97.1;211
"Tubbergen";18.8;4
"Twenterand";8.9;3
"Tynaarlo";29.7;10
"Tytsjerksteradiel";3.1;1
"Uden";220.2;92
"Uitgeest";29.6;4
"Uithoorn";13.6;4
"Urk";33.7;7
"Utrecht";45.3;160
"Utrechtse Heuvelrug";28.3;14
"Vaals";29.7;3
"Valkenburg aan de Geul";48.6;8
"Valkenswaard";25.9;8
"Veendam";0;0
"Veenendaal";9.1;6
"Veere";27.5;6
"Veldhoven";30.9;14
"Velsen";21.9;15
"Venlo";39.4;40
"Venray";30;13
"Vijfheerenlanden";32.3;18
"Vlaardingen";24.9;18
"Vlieland";0;0
"Vlissingen";18;8
"Voerendaal";40.2;5
"Voorschoten";11.8;3
"Voorst";12.3;3
"Vught";72;19
"Waadhoeke";0;0
"Waalre";17.4;3
"Waalwijk";60.1;29
"Waddinxveen";14.1;4
"Wageningen";7.7;3
"Wassenaar";19.1;5
"Waterland";57.8;10
"Weert";34.1;17
"Weesp";10.3;2
"West Betuwe";33.5;17
"West Maas en Waal";41.9;8
"Westerkwartier";12.7;8
"Westerveld";10.3;2
"Westervoort";13.4;2
"Westerwolde";0;0
"Westland";23;25
"Weststellingwerf";3.9;1
"Westvoorne";54.7;8
"Wierden";0;0
"Wijchen";56.2;23
"Wijdemeren";4.2;1
"Wijk bij Duurstede";25.3;6
"Winterswijk";6.9;2
"Woensdrecht";18.3;4
"Woerden";36.4;19
"Wormerland";12.2;2
"Woudenberg";30.4;4
"Zaanstad";12.8;20
"Zaltbommel";24.6;7
"Zandvoort";35.3;6
"Zeewolde";17.9;4
"Zeist";31.3;20
"Zevenaar";23;10
"Zoetermeer";6.4;8
"Zoeterwoude";11.8;1
"Zuidplas";7;3
"Zundert";50.9;11
"Zutphen";12.6;6
"Zwartewaterland";97.8;22
"Zwijndrecht";17.9;8
"Zwolle";31.4;40
