"Category";"Aantal per 100.000 inwoners";"Aantal"
"Gouda";16.4;12
"Grave";48.1;6
"Groningen";16.9;39
"Gulpen-Wittem";14;2
"Haaksbergen";4.1;1
"Haaren";70.4;10
"Haarlem";15.5;25
"Haarlemmermeer";7.8;12
"Halderberge";16.6;5
"Hardenberg";5;3
"Harderwijk";10.5;5
"Hardinxveld-Giessendam";33.2;6
"Harlingen";19;3
"Hattem";8.2;1
"Heemskerk";12.8;5
"Heemstede";40.3;11
"Heerde";48.5;9
"Heerenveen";4;2
"Heerhugowaard";8.8;5
"Heerlen";21.9;19
"Heeze-Leende";25.1;4
"Heiloo";17;4
"Hellendoorn";8.4;3
"Hellevoetsluis";10;4
"Helmond";35;32
"Hendrik-Ido-Ambacht";0;0
"Hengelo (O)";16.1;13
"Het Hogeland";0;0
"Heumen";42.5;7
"Heusden";24.9;11
"Hillegom";9.1;2
"Hilvarenbeek";32.6;5
"Hilversum";7.8;7
"Hoeksche Waard";19.6;17
"Hof van Twente";11.4;4
"Hollands Kroon";12.5;6
"Hoogeveen";9;5
"Hoorn";11;8
"Horst aan de Maas";30.7;13
"Houten";38.1;19
"Huizen";7.3;3
"Hulst";0;0
"IJsselstein";32.2;11
"Kaag en Braassem";3.7;1
"Kampen";22.3;12
"Kapelle";15.6;2
"Katwijk";7.7;5
"Kerkrade";13.1;6
"Koggenland";4.4;1
"Krimpen aan den IJssel";6.8;2
"Krimpenerwaard";16.1;9
"Laarbeek";35.8;8
"Landerd";128.8;20
"Landgraaf";23.9;9
"Landsmeer";34.8;4
"Langedijk";14.3;4
"Lansingerland";26;16
"Laren";0;0
"Leeuwarden";6.5;8
"Leiden";12.8;16
"Leiderdorp";7.4;2
"Leidschendam-Voorburg";11.9;9
"Lelystad";19.3;15
"Leudal";56.1;20
"Leusden";20;6
"Lingewaard";12.9;6
"Lisse";0;0
"Lochem";6;2
"Loon op Zand";60;14
"Lopik";27.6;4
"Loppersum";0;0
"Losser";4.4;1
"Maasdriel";8.1;2
"Maasgouw";29.5;7
"Maassluis";9.2;3
"Maastricht";46.9;57
"Medemblik";2.2;1
"Meerssen";10.6;2
"Meierijstad";117.6;95
"Meppel";3;1
"Middelburg";8.2;4
"Midden-Delfland";10.3;2
"Midden-Drenthe";3;1
"Midden-Groningen";3.3;2
"Mill en Sint Hubert";18.4;2
"Moerdijk";8.1;3
"Molenlanden";25.1;11
"Montferland";2.8;1
"Montfoort";0;0
"Mook en Middelaar";12.8;1
"Neder-Betuwe";20.8;5
"Nederweert";41.2;7
"Nieuwegein";14.3;9
"Nieuwkoop";7;2
"Nijkerk";9.3;4
"Nijmegen";33.9;60
"Nissewaard";14.2;12
"Noardeast-Fryslân";2.2;1
"Noord-Beveland";0;0
"Noordenveld";3.2;1
"Noordoostpolder";6.4;3
"Noordwijk";7;3
"Nuenen, Gerwen en Nederwetten";4.3;1
"Nunspeet";32.7;9
"Oegstgeest";28.7;7
"Oirschot";5.4;1
"Oisterwijk";57.4;15
"Oldambt";0;0
"Oldebroek";25.4;6
"Oldenzaal";18.8;6
"Olst-Wijhe";11.1;2
"Ommen";22.5;4
"Oost Gelre";6.7;2
"Oosterhout";23.4;13
"Ooststellingwerf";0;0
"Oostzaan";30.7;3
"Opmeer";0;0
"Opsterland";6.7;2
"Oss";48.1;44
"Oude IJsselstreek";10.1;4
"Ouder-Amstel";28.7;4
"Oudewater";29.4;3
"Overbetuwe";42.1;20
"Papendrecht";6.2;2
"Peel en Maas";145.5;63
"Pekela";16.4;2
"Pijnacker-Nootdorp";20.2;11
"Purmerend";17.5;14
"Putten";12.4;3
"Raalte";8;3
"Reimerswaal";22;5
"Renkum";28.8;9
"Renswoude";0;0
"Reusel-De Mierden";0;0
"Rheden";16;7
"Rhenen";0;0
"Ridderkerk";8.7;4
"Rijssen-Holten";7.8;3
"Rijswijk";7.5;4
"Roerdalen";19.4;4
"Roermond";30.9;18
"Roosendaal";10.4;8
"Rotterdam";18.6;120
"Rozendaal";120.9;2
"Rucphen";26.6;6
"Schagen";15;7
"Scherpenzeel";0;0
"Schiedam";7.7;6
"Schiermonnikoog";0;0
"Schouwen-Duiveland";8.9;3
"Simpelveld";47.5;5
"Sint Anthonis";103.4;12
"Sint-Michielsgestel";41.4;12
"Sittard-Geleen";62.6;58
"Sliedrecht";12;3
"Sluis";12.8;3
"Smallingerland";5.4;3
"Soest";32.5;15
"Someren";25.9;5
"Son en Breugel";47.3;8
"Stadskanaal";0;0
"Staphorst";17.6;3
"Stede Broec";23;5
"Steenbergen";20;5
"Steenwijkerland";6.8;3
"Stein";20;5
"Stichtse Vecht";15.5;10
"Súdwest-Fryslân";4.5;4
"Terneuzen";9.2;5
"Terschelling";0;0
"Texel";22.1;3
"Teylingen";13.5;5
"Tholen";27.2;7
"Tiel";9.5;4
"Tilburg";70.9;154
"Tubbergen";14.1;3
"Twenterand";3;1
"Tynaarlo";20.8;7
"Tytsjerksteradiel";3.1;1
"Uden";181.9;76
"Uitgeest";14.8;2
"Uithoorn";6.8;2
"Urk";28.9;6
"Utrecht";34.3;121
"Utrechtse Heuvelrug";16.2;8
"Vaals";0;0
"Valkenburg aan de Geul";24.3;4
"Valkenswaard";12.9;4
"Veendam";0;0
"Veenendaal";3;2
"Veere";22.9;5
"Veldhoven";19.9;9
"Velsen";11.7;8
"Venlo";32.5;33
"Venray";18.5;8
"Vijfheerenlanden";16.2;9
"Vlaardingen";16.6;12
"Vlieland";0;0
"Vlissingen";13.5;6
"Voerendaal";32.1;4
"Voorschoten";7.8;2
"Voorst";8.2;2
"Vught";41.7;11
"Waadhoeke";0;0
"Waalre";11.6;2
"Waalwijk";33.2;16
"Waddinxveen";14.1;4
"Wageningen";7.7;3
"Wassenaar";19.1;5
"Waterland";46.2;8
"Weert";14;7
"Weesp";5.2;1
"West Betuwe";23.7;12
"West Maas en Waal";21;4
"Westerkwartier";4.8;3
"Westerveld";5.2;1
"Westervoort";6.7;1
"Westerwolde";0;0
"Westland";10.1;11
"Weststellingwerf";3.9;1
"Westvoorne";20.5;3
"Wierden";0;0
"Wijchen";41.5;17
"Wijdemeren";4.2;1
"Wijk bij Duurstede";25.3;6
"Winterswijk";3.5;1
"Woensdrecht";0;0
"Woerden";11.5;6
"Wormerland";6.1;1
"Woudenberg";22.8;3
"Zaanstad";5.8;9
"Zaltbommel";17.6;5
"Zandvoort";11.8;2
"Zeewolde";17.9;4
"Zeist";26.6;17
"Zevenaar";13.8;6
"Zoetermeer";3.2;4
"Zoeterwoude";0;0
"Zuidplas";2.3;1
"Zundert";32.4;7
"Zutphen";8.4;4
"Zwartewaterland";66.7;15
"Zwijndrecht";13.4;6
"Zwolle";18;23
