"Category";"Aantal per 100.000 inwoners";"Aantal"
"Goeree-Overflakkee";153.8;77
"Goes";31.5;12
"Goirle";100.4;24
"Gooise Meren";41.4;24
"Gorinchem";35.1;13
"Gouda";42.2;31
"Grave";128.6;16
"Groningen";34.3;80
"Gulpen-Wittem";49.4;7
"Haaksbergen";24.7;6
"Haaren";125.3;18
"Haarlem";40.5;66
"Haarlemmermeer";25.6;40
"Halderberge";33;10
"Hardenberg";18.1;11
"Harderwijk";37.2;18
"Hardinxveld-Giessendam";38.3;7
"Harlingen";19.1;3
"Hattem";57.3;7
"Heemskerk";40.8;16
"Heemstede";88.1;24
"Heerde";145.3;27
"Heerenveen";9.9;5
"Heerhugowaard";34.7;20
"Heerlen";78.1;68
"Heeze-Leende";74.3;12
"Heiloo";54.2;13
"Hellendoorn";22.3;8
"Hellevoetsluis";24.9;10
"Helmond";81.1;75
"Hendrik-Ido-Ambacht";16;5
"Hengelo";28.3;23
"Het Hogeland";14.6;7
"Heumen";91.2;15
"Heusden";82.8;37
"Hillegom";13.5;3
"Hilvarenbeek";64.5;10
"Hilversum";26.4;24
"Hoeksche Waard";58.3;51
"Hof van Twente";40;14
"Hollands Kroon";35.1;17
"Hoogeveen";14.4;8
"Hoorn";23.2;17
"Horst aan de Maas";58.9;25
"Houten";93.7;47
"Huizen";31.5;13
"Hulst";7.3;2
"IJsselstein";76.2;26
"Kaag en Braassem";18.3;5
"Kampen";82.8;45
"Kapelle";15.8;2
"Katwijk";22.8;15
"Kerkrade";61.2;28
"Koggenland";26.4;6
"Krimpen aan den IJssel";23.7;7
"Krimpenerwaard";42.6;24
"Laarbeek";146.5;33
"Landerd";267;42
"Landgraaf";74.8;28
"Landsmeer";60.9;7
"Langedijk";49.7;14
"Lansingerland";54.5;34
"Laren";71;8
"Leeuwarden";15.3;19
"Leiden";24;30
"Leiderdorp";14.8;4
"Leidschendam-Voorburg";23.5;18
"Lelystad";36.9;29
"Leudal";103.1;37
"Leusden";52.6;16
"Lingewaard";47.2;22
"Lisse";13.1;3
"Lochem";32.6;11
"Loon op Zand";106.8;25
"Lopik";89.8;13
"Loppersum";10.5;1
"Losser";4.4;1
"Maasdriel";24;6
"Maasgouw";54.3;13
"Maassluis";33.1;11
"Maastricht";103.7;126
"Medemblik";17.7;8
"Meerssen";42.5;8
"Meierijstad";240.2;195
"Meppel";11.8;4
"Middelburg";18.4;9
"Midden-Delfland";15.5;3
"Midden-Drenthe";6;2
"Midden-Groningen";8.2;5
"Mill en Sint Hubert";64;7
"Moerdijk";16.2;6
"Molenlanden";38.7;17
"Montferland";13.9;5
"Montfoort";79;11
"Mook en Middelaar";63.7;5
"Neder-Betuwe";65.7;16
"Nederweert";123.4;21
"Nieuwegein";26.8;17
"Nieuwkoop";24.3;7
"Nijkerk";34.7;15
"Nijmegen";74.3;132
"Nissewaard";32.8;28
"Noardeast-Fryslân";8.8;4
"Noord-Beveland";27;2
"Noordenveld";9.6;3
"Noordoostpolder";21.2;10
"Noordwijk";23;10
"Nuenen, Gerwen en Nederwetten";47.1;11
"Nunspeet";140.1;39
"Oegstgeest";48.3;12
"Oirschot";53.4;10
"Oisterwijk";87.6;23
"Oldambt";0;0
"Oldebroek";80.4;19
"Oldenzaal";53.4;17
"Olst-Wijhe";32.9;6
"Ommen";38.9;7
"Oost Gelre";23.6;7
"Oosterhout";55.4;31
"Ooststellingwerf";3.9;1
"Oostzaan";71.9;7
"Opmeer";16.9;2
"Opsterland";20.2;6
"Oss";139.2;128
"Oude IJsselstreek";12.7;5
"Ouder-Amstel";49.9;7
"Oudewater";176;18
"Overbetuwe";106.5;51
"Papendrecht";18.7;6
"Peel en Maas";246.4;107
"Pekela";16.4;2
"Pijnacker-Nootdorp";41.6;23
"Purmerend";59.1;48
"Putten";24.9;6
"Raalte";34.5;13
"Reimerswaal";30.8;7
"Renkum";54.1;17
"Renswoude";18.4;1
"Reusel-De Mierden";30.5;4
"Rheden";61.7;27
"Rhenen";24.8;5
"Ridderkerk";41.1;19
"Rijssen-Holten";34.1;13
"Rijswijk";25.7;14
"Roerdalen";63.2;13
"Roermond";53.2;31
"Roosendaal";32.4;25
"Rotterdam";38.2;249
"Rozendaal";117.3;2
"Rucphen";43.7;10
"Schagen";28;13
"Scherpenzeel";40.5;4
"Schiedam";24.1;19
"Schiermonnikoog";0;0
"Schouwen-Duiveland";26.6;9
"Simpelveld";94.8;10
"Sint Anthonis";154.2;18
"Sint-Michielsgestel";95.9;28
"Sittard-Geleen";106;98
"Sliedrecht";23.8;6
"Sluis";25.8;6
"Smallingerland";8.9;5
"Soest";60.1;28
"Someren";98.1;19
"Son en Breugel";115.5;20
"Stadskanaal";3.2;1
"Staphorst";29.2;5
"Stede Broec";82.8;18
"Steenbergen";57.1;14
"Steenwijkerland";18.1;8
"Stein";116;29
"Stichtse Vecht";46.2;30
"Súdwest-Fryslân";16.7;15
"Terneuzen";29.4;16
"Terschelling";0;0
"Texel";22.1;3
"Teylingen";29.4;11
"Tholen";77.6;20
"Tiel";54.6;23
"Tilburg";115.6;254
"Tubbergen";51.7;11
"Twenterand";14.8;5
"Tynaarlo";47.2;16
"Tytsjerksteradiel";9.4;3
"Uden";292;123
"Uitgeest";51.3;7
"Uithoorn";37.3;11
"Urk";42.8;9
"Utrecht";67.9;243
"Utrechtse Heuvelrug";44.4;22
"Vaals";59.4;6
"Valkenburg aan de Geul";67.2;11
"Valkenswaard";64.1;20
"Veendam";3.7;1
"Veenendaal";19.6;13
"Veere";36.6;8
"Veldhoven";48.4;22
"Velsen";36.4;25
"Venlo";65.8;67
"Venray";48.2;21
"Vijfheerenlanden";42.2;24
"Vlaardingen";38.1;28
"Vlieland";0;0
"Vlissingen";18;8
"Voerendaal";56.1;7
"Voorschoten";23.4;6
"Voorst";53;13
"Vught";109.2;29
"Waadhoeke";6.5;3
"Waalre";34.4;6
"Waalwijk";94.6;46
"Waddinxveen";23.9;7
"Wageningen";12.6;5
"Wassenaar";22.9;6
"Waterland";63.1;11
"Weert";53.9;27
"Weesp";40.5;8
"West Betuwe";46.9;24
"West Maas en Waal";67.3;13
"Westerkwartier";23.7;15
"Westerveld";15.4;3
"Westervoort";13.4;2
"Westerwolde";11.6;3
"Westland";34.4;38
"Weststellingwerf";7.7;2
"Westvoorne";61.1;9
"Wierden";16.4;4
"Wijchen";73;30
"Wijdemeren";16.4;4
"Wijk bij Duurstede";29.3;7
"Winterswijk";10.4;3
"Woensdrecht";22.8;5
"Woerden";47.8;25
"Wormerland";36.8;6
"Woudenberg";44.9;6
"Zaanstad";29.4;46
"Zaltbommel";31.1;9
"Zandvoort";35.1;6
"Zeewolde";30.9;7
"Zeist";52.4;34
"Zevenaar";27.4;12
"Zoetermeer";13.6;17
"Zoeterwoude";23.2;2
"Zuidplas";25.1;11
"Zundert";77.9;17
"Zutphen";20.9;10
"Zwartewaterland";158.7;36
"Zwijndrecht";29.1;13
"Zwolle";48.9;63
