"Category";"Aantal per 100.000 inwoners";"Aantal"
"Scherpenzeel";20.2;2
"Schiedam";34.3;27
"Schiermonnikoog";0;0
"Schouwen-Duiveland";26.6;9
"Simpelveld";142.2;15
"Sint Anthonis";137.1;16
"Sint-Michielsgestel";61.6;18
"Sittard-Geleen";80.1;74
"Sliedrecht";19.8;5
"Sluis";25.8;6
"Smallingerland";10.7;6
"Soest";34.3;16
"Someren";103.2;20
"Son en Breugel";127;22
"Stadskanaal";0;0
"Staphorst";23.3;4
"Stede Broec";69;15
"Steenbergen";36.7;9
"Steenwijkerland";20.4;9
"Stein";132;33
"Stichtse Vecht";38.5;25
"S̼dwest-Frysl̢n";15.6;14
"Terneuzen";31.2;17
"Terschelling";0;0
"Texel";22.1;3
"Teylingen";29.4;11
"Tholen";120.4;31
"Tiel";66.4;28
"Tilburg";67.3;148
"Tubbergen";47;10
"Twenterand";23.7;8
"Tynaarlo";20.7;7
"Tytsjerksteradiel";12.5;4
"Uden";194.7;82
"Uitgeest";22;3
"Uithoorn";40.7;12
"Urk";76.1;16
"Utrecht";37.5;134
"Utrechtse Heuvelrug";38.3;19
"Vaals";69.3;7
"Valkenburg aan de Geul";79.5;13
"Valkenswaard";32.1;10
"Veendam";3.7;1
"Veenendaal";22.6;15
"Veere";18.3;4
"Veldhoven";35.2;16
"Velsen";27.7;19
"Venlo";98.2;100
"Venray";75.7;33
"Vijfheerenlanden";35.2;20
"Vlaardingen";30;22
"Vlieland";0;0
"Vlissingen";15.8;7
"Voerendaal";88.2;11
"Voorschoten";31.2;8
"Voorst";32.6;8
"Vught";116.7;31
"Waadhoeke";13;6
"Waalre";17.2;3
"Waalwijk";37;18
"Waddinxveen";30.7;9
"Wageningen";22.7;9
"Wassenaar";19.1;5
"Waterland";57.4;10
"Weert";85.8;43
"Weesp";40.5;8
"West Betuwe";46.9;24
"West Maas en Waal";56.9;11
"Westerkwartier";18.9;12
"Westerveld";15.4;3
"Westervoort";33.4;5
"Westerwolde";19.4;5
"Westland";34.4;38
"Weststellingwerf";7.7;2
"Westvoorne";33.9;5
"Wierden";8.2;2
"Wijchen";82.7;34
"Wijdemeren";24.6;6
"Wijk bij Duurstede";33.5;8
"Winterswijk";3.5;1
"Woensdrecht";18.3;4
"Woerden";63.1;33
"Wormerland";79.8;13
"Woudenberg";52.4;7
"Zaanstad";49.8;78
"Zaltbommel";45;13
"Zandvoort";40.9;7
"Zeewolde";26.5;6
"Zeist";38.5;25
"Zevenaar";61.7;27
"Zoetermeer";23.9;30
"Zoeterwoude";23.2;2
"Zuidplas";31.9;14
"Zundert";68.7;15
"Zutphen";25;12
"Zwartewaterland";110.2;25
"Zwijndrecht";24.6;11
"Zwolle";29.5;38
