"Category";"Aantal per 100.000 inwoners";"Aantal"
"Eijsden-Margraten";101.3;26
"Eindhoven";40.1;93
"Elburg";26;6
"Emmen";7.5;8
"Enkhuizen";81.1;15
"Enschede";21.4;34
"Epe";48.3;16
"Ermelo";63.3;17
"Etten-Leur";84.5;37
"Geertruidenberg";51.1;11
"Geldrop-Mierlo";40.4;16
"Gemert-Bakel";233.2;71
"Gennep";46.9;8
"Gilze en Rijen";71.9;19
"Goeree-Overflakkee";112.9;56
"Goes";18.6;7
"Goirle";88.3;21
"Gooise Meren";34.7;20
"Gorinchem";24.5;9
"Gouda";34.2;25
"Grave";112.2;14
"Groningen";32.9;76
"Gulpen-Wittem";35.1;5
"Haaksbergen";16.5;4
"Haaren";98.6;14
"Haarlem";33.5;54
"Haarlemmermeer";19.5;30
"Halderberge";26.5;8
"Hardenberg";14.9;9
"Harderwijk";29.4;14
"Hardinxveld-Giessendam";33.2;6
"Harlingen";19;3
"Hattem";41.1;5
"Heemskerk";25.5;10
"Heemstede";77;21
"Heerde";129.4;24
"Heerenveen";8;4
"Heerhugowaard";33.5;19
"Heerlen";72.6;63
"Heeze-Leende";62.6;10
"Heiloo";42.6;10
"Hellendoorn";19.5;7
"Hellevoetsluis";17.5;7
"Helmond";72.1;66
"Hendrik-Ido-Ambacht";16.1;5
"Hengelo (O)";26;21
"Het Hogeland";12.5;6
"Heumen";91;15
"Heusden";56.6;25
"Hillegom";13.7;3
"Hilvarenbeek";65.2;10
"Hilversum";19.9;18
"Hoeksche Waard";49.6;43
"Hof van Twente";22.9;8
"Hollands Kroon";29.3;14
"Hoogeveen";12.6;7
"Hoorn";20.5;15
"Horst aan de Maas";47.3;20
"Houten";86.2;43
"Huizen";19.4;8
"Hulst";3.6;1
"IJsselstein";67.3;23
"Kaag en Braassem";18.6;5
"Kampen";76.2;41
"Kapelle";15.6;2
"Katwijk";15.3;10
"Kerkrade";57;26
"Koggenland";26.4;6
"Krimpen aan den IJssel";23.8;7
"Krimpenerwaard";33.9;19
"Laarbeek";107.5;24
"Landerd";218.9;34
"Landgraaf";66.5;25
"Landsmeer";60.9;7
"Langedijk";46.4;13
"Lansingerland";45.5;28
"Laren";44.7;5
"Leeuwarden";12.2;15
"Leiden";22.4;28
"Leiderdorp";14.8;4
"Leidschendam-Voorburg";22.5;17
"Lelystad";34.7;27
"Leudal";89.7;32
"Leusden";43.3;13
"Lingewaard";30.1;14
"Lisse";8.8;2
"Lochem";23.8;8
"Loon op Zand";90;21
"Lopik";82.9;12
"Loppersum";10.4;1
"Losser";4.4;1
"Maasdriel";20.2;5
"Maasgouw";50.6;12
"Maassluis";24.4;8
"Maastricht";97.1;118
"Medemblik";13.4;6
"Meerssen";42.3;8
"Meierijstad";207.9;168
"Meppel";8.9;3
"Middelburg";16.5;8
"Midden-Delfland";10.3;2
"Midden-Drenthe";6;2
"Midden-Groningen";8.2;5
"Mill en Sint Hubert";45.9;5
"Moerdijk";13.5;5
"Molenlanden";36.5;16
"Montferland";11.1;4
"Montfoort";64.3;9
"Mook en Middelaar";64.1;5
"Neder-Betuwe";54.1;13
"Nederweert";105.9;18
"Nieuwegein";23.8;15
"Nieuwkoop";21;6
"Nijkerk";27.9;12
"Nijmegen";69;122
"Nissewaard";27.1;23
"Noardeast-Fryslân";6.6;3
"Noord-Beveland";27.4;2
"Noordenveld";9.6;3
"Noordoostpolder";17.1;8
"Noordwijk";18.7;8
"Nuenen, Gerwen en Nederwetten";43.1;10
"Nunspeet";112.8;31
"Oegstgeest";36.8;9
"Oirschot";43;8
"Oisterwijk";80.3;21
"Oldambt";0;0
"Oldebroek";67.8;16
"Oldenzaal";47.1;15
"Olst-Wijhe";33.2;6
"Ommen";39.3;7
"Oost Gelre";20.2;6
"Oosterhout";52.1;29
"Ooststellingwerf";3.9;1
"Oostzaan";71.7;7
"Opmeer";17;2
"Opsterland";16.8;5
"Oss";109.3;100
"Oude IJsselstreek";12.7;5
"Ouder-Amstel";50.3;7
"Oudewater";117.6;12
"Overbetuwe";92.5;44
"Papendrecht";18.6;6
"Peel en Maas";221.7;96
"Pekela";16.4;2
"Pijnacker-Nootdorp";36.8;20
"Purmerend";48.7;39
"Putten";24.8;6
"Raalte";32;12
"Reimerswaal";30.9;7
"Renkum";44.7;14
"Renswoude";0;0
"Reusel-De Mierden";30.6;4
"Rheden";48.1;21
"Rhenen";10;2
"Ridderkerk";28.1;13
"Rijssen-Holten";33.9;13
"Rijswijk";20.6;11
"Roerdalen";53.4;11
"Roermond";49.8;29
"Roosendaal";31.2;24
"Rotterdam";31.6;204
"Rozendaal";120.9;2
"Rucphen";26.6;6
"Schagen";25.8;12
"Scherpenzeel";30.4;3
"Schiedam";20.5;16
"Schiermonnikoog";0;0
"Schouwen-Duiveland";23.7;8
"Simpelveld";95.1;10
"Sint Anthonis";120.6;14
"Sint-Michielsgestel";75.9;22
"Sittard-Geleen";101.4;94
"Sliedrecht";28;7
"Sluis";25.7;6
"Smallingerland";8.9;5
"Soest";49.8;23
"Someren";77.6;15
"Son en Breugel";112.4;19
"Stadskanaal";3.1;1
"Staphorst";23.5;4
"Stede Broec";78.3;17
"Steenbergen";43.9;11
"Steenwijkerland";18.2;8
"Stein";112.2;28
"Stichtse Vecht";42;27
"Súdwest-Fryslân";13.4;12
"Terneuzen";25.6;14
"Terschelling";0;0
"Texel";22.1;3
"Teylingen";27;10
"Tholen";54.3;14
"Tiel";47.6;20
"Tilburg";105.9;230
"Tubbergen";42.3;9
"Twenterand";8.9;3
"Tynaarlo";44.5;15
"Tytsjerksteradiel";6.3;2
"Uden";256.1;107
"Uitgeest";29.6;4
"Uithoorn";23.8;7
"Urk";38.5;8
"Utrecht";60.9;215
"Utrechtse Heuvelrug";34.3;17
"Vaals";59.5;6
"Valkenburg aan de Geul";60.7;10
"Valkenswaard";55;17
"Veendam";3.6;1
"Veenendaal";10.7;7
"Veere";32.1;7
"Veldhoven";48.5;22
"Velsen";33.7;23
"Venlo";53.1;54
"Venray";46.2;20
"Vijfheerenlanden";43.1;24
"Vlaardingen";33.1;24
"Vlieland";0;0
"Vlissingen";18;8
"Voerendaal";56.2;7
"Voorschoten";23.5;6
"Voorst";41;10
"Vught";94.7;25
"Waadhoeke";4.3;2
"Waalre";34.8;6
"Waalwijk";80.8;39
"Waddinxveen";21.2;6
"Wageningen";10.3;4
"Wassenaar";22.9;6
"Waterland";63.5;11
"Weert";56.2;28
"Weesp";36.2;7
"West Betuwe";43.4;22
"West Maas en Waal";68.1;13
"Westerkwartier";19;12
"Westerveld";10.3;2
"Westervoort";13.4;2
"Westerwolde";11.9;3
"Westland";27.6;30
"Weststellingwerf";7.7;2
"Westvoorne";54.7;8
"Wierden";8.2;2
"Wijchen";73.3;30
"Wijdemeren";16.7;4
"Wijk bij Duurstede";29.5;7
"Winterswijk";6.9;2
"Woensdrecht";22.9;5
"Woerden";47.9;25
"Wormerland";30.6;5
"Woudenberg";53.2;7
"Zaanstad";19.9;31
"Zaltbommel";24.6;7
"Zandvoort";35.3;6
"Zeewolde";26.9;6
"Zeist";43.8;28
"Zevenaar";23;10
"Zoetermeer";11.2;14
"Zoeterwoude";11.8;1
"Zuidplas";23.4;10
"Zundert";69.4;15
"Zutphen";16.8;8
"Zwartewaterland";146.6;33
"Zwijndrecht";24.6;11
"Zwolle";43.9;56
