"Category";"Aantal per 100.000 inwoners";"Aantal"
"Loon op Zand";51.3;12
"Lopik";55.3;8
"Loppersum";0;0
"Losser";8.8;2
"Maasdriel";36;9
"Maasgouw";29.2;7
"Maassluis";21.1;7
"Maastricht";20.6;25
"Medemblik";20;9
"Meerssen";15.9;3
"Meierijstad";119.5;97
"Meppel";8.8;3
"Middelburg";20.5;10
"Midden-Delfland";5.2;1
"Midden-Drenthe";6;2
"Midden-Groningen";6.6;4
"Mill en Sint Hubert";45.7;5
"Moerdijk";10.8;4
"Molenlanden";15.9;7
"Montferland";8.3;3
"Montfoort";35.9;5
"Mook en Middelaar";25.5;2
"Neder-Betuwe";82.2;20
"Nederweert";111.6;19
"Nieuwegein";9.5;6
"Nieuwkoop";13.9;4
"Nijkerk";23.2;10
"Nijmegen";35.5;63
"Nissewaard";21.1;18
"Noardeast-Fryslân";8.8;4
"Noord-Beveland";0;0
"Noordenveld";3.2;1
"Noordoostpolder";12.7;6
"Noordwijk";18.4;8
"Nuenen, Gerwen en Nederwetten";21.4;5
"Nunspeet";53.9;15
"Oegstgeest";12.1;3
"Oirschot";16;3
"Oisterwijk";26.7;7
"Oldambt";2.6;1
"Oldebroek";25.4;6
"Oldenzaal";22;7
"Olst-Wijhe";11;2
"Ommen";11.1;2
"Oost Gelre";6.8;2
"Oosterhout";39.3;22
"Ooststellingwerf";3.9;1
"Oostzaan";10.3;1
"Opmeer";8.4;1
"Opsterland";13.4;4
"Oss";71.8;66
"Oude IJsselstreek";5.1;2
"Ouder-Amstel";21.4;3
"Oudewater";127.1;13
"Overbetuwe";64.7;31
"Papendrecht";0;0
"Peel en Maas";228;99
"Pekela";24.6;3
"Pijnacker-Nootdorp";14.5;8
"Purmerend";34.5;28
"Putten";4.1;1
"Raalte";18.6;7
"Reimerswaal";17.6;4
"Renkum";22.3;7
"Renswoude";0;0
"Reusel-De Mierden";0;0
"Rheden";38.9;17
"Rhenen";0;0
"Ridderkerk";36.8;17
"Rijssen-Holten";21;8
"Rijswijk";20.2;11
"Roerdalen";53.5;11
"Roermond";37.8;22
"Roosendaal";14.2;11
"Rotterdam";16.3;106
"Rozendaal";58.7;1
"Rucphen";8.7;2
"Schagen";15.1;7
"Scherpenzeel";0;0
"Schiedam";21.6;17
"Schiermonnikoog";0;0
"Schouwen-Duiveland";14.8;5
"Simpelveld";19;2
"Sint Anthonis";102.8;12
"Sint-Michielsgestel";41.1;12
"Sittard-Geleen";26;24
"Sliedrecht";4;1
"Sluis";17.2;4
"Smallingerland";8.9;5
"Soest";12.9;6
"Someren";25.8;5
"Son en Breugel";80.8;14
"Stadskanaal";0;0
"Staphorst";5.8;1
"Stede Broec";46;10
"Steenbergen";28.6;7
"Steenwijkerland";13.6;6
"Stein";44;11
"Stichtse Vecht";16.9;11
"Súdwest-Fryslân";12.2;11
"Terneuzen";18.4;10
"Terschelling";0;0
"Texel";7.4;1
"Teylingen";13.4;5
"Tholen";77.6;20
"Tiel";47.4;20
"Tilburg";39.1;86
"Tubbergen";32.9;7
"Twenterand";14.8;5
"Tynaarlo";11.8;4
"Tytsjerksteradiel";3.1;1
"Uden";128.2;54
"Uitgeest";22;3
"Uithoorn";23.8;7
"Urk";52.3;11
"Utrecht";15.1;54
"Utrechtse Heuvelrug";12.1;6
"Vaals";19.8;2
"Valkenburg aan de Geul";12.2;2
"Valkenswaard";12.8;4
"Veendam";0;0
"Veenendaal";6;4
"Veere";13.7;3
"Veldhoven";13.2;6
"Velsen";17.5;12
"Venlo";60.9;62
"Venray";50.5;22
"Vijfheerenlanden";14.1;8
"Vlaardingen";13.6;10
"Vlieland";0;0
"Vlissingen";11.3;5
"Voerendaal";16;2
"Voorschoten";7.8;2
"Voorst";8.1;2
"Vught";71.6;19
"Waadhoeke";4.3;2
"Waalre";0;0
"Waalwijk";26.7;13
"Waddinxveen";13.7;4
"Wageningen";12.6;5
"Wassenaar";7.6;2
"Waterland";28.7;5
"Weert";51.9;26
"Weesp";5.1;1
"West Betuwe";23.4;12
"West Maas en Waal";46.6;9
"Westerkwartier";14.2;9
"Westerveld";5.1;1
"Westervoort";6.7;1
"Westerwolde";15.5;4
"Westland";21.7;24
"Weststellingwerf";7.7;2
"Westvoorne";20.4;3
"Wierden";4.1;1
"Wijchen";63.2;26
"Wijdemeren";8.2;2
"Wijk bij Duurstede";12.5;3
"Winterswijk";3.5;1
"Woensdrecht";18.3;4
"Woerden";30.6;16
"Wormerland";30.7;5
"Woudenberg";15;2
"Zaanstad";18.5;29
"Zaltbommel";27.7;8
"Zandvoort";23.4;4
"Zeewolde";13.2;3
"Zeist";7.7;5
"Zevenaar";29.7;13
"Zoetermeer";13.6;17
"Zoeterwoude";23.2;2
"Zuidplas";15.9;7
"Zundert";59.6;13
"Zutphen";10.4;5
"Zwartewaterland";57.3;13
"Zwijndrecht";15.6;7
"Zwolle";7.8;10
