"Category";"Aantal per 100.000 inwoners";"Aantal"
"'s-Gravenhage";3.9;21
"'s-Hertogenbosch";19.5;30
"Aa en Hunze";0;0
"Aalsmeer";9.5;3
"Aalten";0;0
"Achtkarspelen";0;0
"Alblasserdam";5;1
"Albrandswaard";15.8;4
"Alkmaar";4.6;5
"Almelo";1.4;1
"Almere";1.9;4
"Alphen aan den Rijn";8.1;9
"Alphen-Chaam";59.1;6
"Altena";27.1;15
"Ameland";0;0
"Amersfoort";14.7;23
"Amstelveen";7.7;7
"Amsterdam";7.1;61
"Apeldoorn";6.2;10
"Appingedam";0;0
"Arnhem";5.7;9
"Assen";0;0
"Asten";12;2
"Baarle-Nassau";0;0
"Baarn";0;0
"Barendrecht";6.2;3
"Barneveld";8.6;5
"Beek";18.8;3
"Beekdaelen";50.4;18
"Beemster";0;0
"Beesel";0;0
"Berg en Dal";40.2;14
"Bergeijk";5.4;1
"Bergen (L)";7.6;1
"Bergen (NH)";6.7;2
"Bergen op Zoom";7.5;5
"Berkelland";0;0
"Bernheze";84.4;26
"Best";20.1;6
"Beuningen";23.2;6
"Beverwijk";14.6;6
"Bladel";9.9;2
"Blaricum";17.9;2
"Bloemendaal";12.8;3
"Bodegraven-Reeuwijk";2.9;1
"Boekel";179.4;19
"Borger-Odoorn";0;0
"Borne";12.9;3
"Borsele";8.8;2
"Boxmeer";6.9;2
"Boxtel";16.3;5
"Breda";57.1;105
"Brielle";0;0
"Bronckhorst";5.5;2
"Brummen";0;0
"Brunssum";14.2;4
"Bunnik";0;0
"Bunschoten";0;0
"Buren";15.1;4
"Capelle aan den IJssel";1.5;1
"Castricum";14;5
"Coevorden";33.8;12
"Cranendonck";29.4;6
"Cuijk";8;2
"Culemborg";14;4
"Dalfsen";3.5;1
"Dantumadiel";0;0
"De Bilt";37.4;16
"De Fryske Marren";9.7;5
"De Ronde Venen";4.5;2
"De Wolden";4.1;1
"Delft";3.9;4
"Delfzijl";0;0
"Den Helder";1.8;1
"Deurne";24.7;8
"Deventer";5;5
"Diemen";6.9;2
"Dinkelland";22.8;6
"Doesburg";9;1
"Doetinchem";0;0
"Dongen";19.2;5
"Dordrecht";3.4;4
"Drechterland";0;0
"Drimmelen";44.2;12
"Dronten";19.6;8
"Druten";26.6;5
"Duiven";7.9;2
"Echt-Susteren";19;6
"Edam-Volendam";0;0
"Ede";4.3;5
"Eemnes";11;1
"Eersel";20.9;4
"Eijsden-Margraten";15.6;4
"Eindhoven";9.9;23
"Elburg";4.3;1
"Emmen";1.9;2
"Enkhuizen";5.4;1
"Enschede";2.5;4
"Epe";12.1;4
"Ermelo";29.8;8
"Etten-Leur";29.7;13
"Geertruidenberg";32.5;7
"Geldrop-Mierlo";7.6;3
"Gemert-Bakel";85.4;26
"Gennep";11.7;2
"Gilze en Rijen";11.4;3
"Goeree-Overflakkee";14.1;7
"Goes";8;3
"Goirle";37.8;9
"Gooise Meren";15.6;9
"Gorinchem";0;0
"Gouda";9.6;7
"Grave";8;1
"Groningen";4.8;11
"Gulpen-Wittem";14;2
"Haaksbergen";4.1;1
"Haaren";63.4;9
"Haarlem";4.3;7
"Haarlemmermeer";2.6;4
"Halderberge";6.6;2
"Hardenberg";0;0
"Harderwijk";10.5;5
"Hardinxveld-Giessendam";27.7;5
"Harlingen";6.3;1
"Hattem";0;0
"Heemskerk";5.1;2
"Heemstede";18.3;5
"Heerde";16.2;3
"Heerenveen";0;0
"Heerhugowaard";3.5;2
"Heerlen";16.1;14
"Heeze-Leende";25.1;4
"Heiloo";12.8;3
"Hellendoorn";5.6;2
"Hellevoetsluis";2.5;1
"Helmond";21.9;20
"Hendrik-Ido-Ambacht";0;0
"Hengelo (O)";5;4
"Het Hogeland";0;0
"Heumen";30.3;5
"Heusden";11.3;5
"Hillegom";4.6;1
"Hilvarenbeek";26.1;4
"Hilversum";3.3;3
"Hoeksche Waard";9.2;8
"Hof van Twente";8.6;3
"Hollands Kroon";2.1;1
"Hoogeveen";5.4;3
"Hoorn";1.4;1
"Horst aan de Maas";18.9;8
"Houten";28;14
"Huizen";4.8;2
"Hulst";0;0
"IJsselstein";20.5;7
"Kaag en Braassem";0;0
"Kampen";3.7;2
"Kapelle";15.6;2
"Katwijk";3.1;2
"Kerkrade";6.6;3
"Koggenland";4.4;1
"Krimpen aan den IJssel";3.4;1
"Krimpenerwaard";7.1;4
"Laarbeek";9;2
"Landerd";103;16
"Landgraaf";18.6;7
"Landsmeer";26.1;3
"Langedijk";14.3;4
"Lansingerland";16.2;10
"Laren";0;0
"Leeuwarden";3.2;4
"Leiden";8.8;11
"Leiderdorp";7.4;2
"Leidschendam-Voorburg";8;6
"Lelystad";15.4;12
"Leudal";30.8;11
"Leusden";10;3
"Lingewaard";8.6;4
"Lisse";0;0
"Lochem";3;1
"Loon op Zand";38.6;9
"Lopik";20.7;3
"Loppersum";0;0
"Losser";0;0
"Maasdriel";4;1
"Maasgouw";16.9;4
"Maassluis";6.1;2
"Maastricht";33.7;41
"Medemblik";0;0
"Meerssen";10.6;2
"Meierijstad";74.2;60
"Meppel";0;0
"Middelburg";4.1;2
"Midden-Delfland";0;0
"Midden-Drenthe";0;0
"Midden-Groningen";3.3;2
"Mill en Sint Hubert";9.2;1
"Moerdijk";2.7;1
"Molenlanden";16;7
"Montferland";2.8;1
"Montfoort";0;0
"Mook en Middelaar";0;0
"Neder-Betuwe";16.6;4
"Nederweert";41.2;7
"Nieuwegein";6.3;4
"Nieuwkoop";3.5;1
"Nijkerk";4.7;2
"Nijmegen";23.2;41
"Nissewaard";4.7;4
"Noardeast-Fryslân";0;0
"Noord-Beveland";0;0
"Noordenveld";3.2;1
"Noordoostpolder";4.3;2
"Noordwijk";4.7;2
"Nuenen, Gerwen en Nederwetten";4.3;1
"Nunspeet";10.9;3
"Oegstgeest";16.4;4
"Oirschot";5.4;1
"Oisterwijk";38.3;10
