"Category";"Aantal per 100.000 inwoners";"Aantal"
"Den Helder";3.6;2
"Deurne";40.2;13
"Deventer";7;7
"Diemen";10.3;3
"Dinkelland";34.2;9
"Doesburg";26.9;3
"Doetinchem";6.9;4
"Dongen";7.7;2
"Dordrecht";9.3;11
"Drechterland";0;0
"Drimmelen";47.9;13
"Dronten";24.5;10
"Druten";26.6;5
"Duiven";7.9;2
"Echt-Susteren";22.1;7
"Edam-Volendam";8.3;3
"Ede";7.8;9
"Eemnes";11;1
"Eersel";31.4;6
"Eijsden-Margraten";23.4;6
"Eindhoven";12.1;28
"Elburg";8.7;2
"Emmen";3.7;4
"Enkhuizen";27;5
"Enschede";5;8
"Epe";12.1;4
"Ermelo";33.5;9
"Etten-Leur";34.3;15
"Geertruidenberg";32.5;7
"Geldrop-Mierlo";10.1;4
"Gemert-Bakel";118.2;36
"Gennep";23.4;4
"Gilze en Rijen";26.5;7
"Goeree-Overflakkee";28.2;14
"Goes";8;3
"Goirle";46.2;11
"Gooise Meren";17.3;10
"Gorinchem";0;0
"Gouda";13.7;10
"Grave";32;4
"Groningen";12.1;28
"Gulpen-Wittem";14;2
"Haaksbergen";4.1;1
"Haaren";63.4;9
"Haarlem";10.5;17
"Haarlemmermeer";5.2;8
"Halderberge";6.6;2
"Hardenberg";1.7;1
"Harderwijk";10.5;5
"Hardinxveld-Giessendam";33.2;6
"Harlingen";6.3;1
"Hattem";0;0
"Heemskerk";12.8;5
"Heemstede";25.7;7
"Heerde";27;5
"Heerenveen";2;1
"Heerhugowaard";5.3;3
"Heerlen";20.7;18
"Heeze-Leende";25.1;4
"Heiloo";12.8;3
"Hellendoorn";5.6;2
"Hellevoetsluis";10;4
"Helmond";28.4;26
"Hendrik-Ido-Ambacht";0;0
"Hengelo (O)";6.2;5
"Het Hogeland";0;0
"Heumen";42.5;7
"Heusden";15.9;7
"Hillegom";9.1;2
"Hilvarenbeek";26.1;4
"Hilversum";5.5;5
"Hoeksche Waard";19.6;17
"Hof van Twente";8.6;3
"Hollands Kroon";6.3;3
"Hoogeveen";7.2;4
"Hoorn";4.1;3
"Horst aan de Maas";26;11
"Houten";34.1;17
"Huizen";7.3;3
"Hulst";0;0
"IJsselstein";23.4;8
"Kaag en Braassem";3.7;1
"Kampen";9.3;5
"Kapelle";15.6;2
"Katwijk";4.6;3
"Kerkrade";11;5
"Koggenland";4.4;1
"Krimpen aan den IJssel";6.8;2
"Krimpenerwaard";12.5;7
"Laarbeek";26.9;6
"Landerd";128.8;20
"Landgraaf";18.6;7
"Landsmeer";34.8;4
"Langedijk";14.3;4
"Lansingerland";22.7;14
"Laren";0;0
"Leeuwarden";4.1;5
"Leiden";11.2;14
"Leiderdorp";7.4;2
"Leidschendam-Voorburg";9.3;7
"Lelystad";19.3;15
"Leudal";44.8;16
"Leusden";13.3;4
"Lingewaard";12.9;6
"Lisse";0;0
"Lochem";6;2
"Loon op Zand";55.7;13
"Lopik";20.7;3
"Loppersum";0;0
"Losser";0;0
"Maasdriel";8.1;2
"Maasgouw";21.1;5
"Maassluis";6.1;2
"Maastricht";46.1;56
"Medemblik";0;0
"Meerssen";10.6;2
"Meierijstad";100.2;81
"Meppel";3;1
"Middelburg";6.2;3
"Midden-Delfland";10.3;2
"Midden-Drenthe";3;1
"Midden-Groningen";3.3;2
"Mill en Sint Hubert";18.4;2
"Moerdijk";8.1;3
"Molenlanden";25.1;11
"Montferland";2.8;1
"Montfoort";0;0
"Mook en Middelaar";12.8;1
"Neder-Betuwe";20.8;5
"Nederweert";41.2;7
"Nieuwegein";12.7;8
"Nieuwkoop";3.5;1
"Nijkerk";4.7;2
"Nijmegen";31.1;55
"Nissewaard";13;11
"Noardeast-Fryslân";2.2;1
"Noord-Beveland";0;0
"Noordenveld";3.2;1
"Noordoostpolder";4.3;2
"Noordwijk";4.7;2
"Nuenen, Gerwen en Nederwetten";4.3;1
"Nunspeet";14.6;4
"Oegstgeest";24.6;6
"Oirschot";5.4;1
"Oisterwijk";45.9;12
"Oldambt";0;0
"Oldebroek";21.2;5
"Oldenzaal";15.7;5
"Olst-Wijhe";0;0
"Ommen";16.8;3
"Oost Gelre";3.4;1
"Oosterhout";21.6;12
"Ooststellingwerf";0;0
"Oostzaan";30.7;3
"Opmeer";0;0
"Opsterland";6.7;2
"Oss";38.3;35
"Oude IJsselstreek";5.1;2
"Ouder-Amstel";21.6;3
"Oudewater";19.6;2
"Overbetuwe";31.6;15
"Papendrecht";6.2;2
"Peel en Maas";113.1;49
"Pekela";8.2;1
"Pijnacker-Nootdorp";20.2;11
"Purmerend";13.7;11
"Putten";12.4;3
"Raalte";8;3
"Reimerswaal";22;5
"Renkum";28.8;9
"Renswoude";0;0
"Reusel-De Mierden";0;0
"Rheden";16;7
"Rhenen";0;0
"Ridderkerk";4.3;2
"Rijssen-Holten";5.2;2
"Rijswijk";7.5;4
"Roerdalen";19.4;4
"Roermond";25.8;15
"Roosendaal";10.4;8
"Rotterdam";16.1;104
"Rozendaal";120.9;2
"Rucphen";13.3;3
"Schagen";12.9;6
"Scherpenzeel";0;0
"Schiedam";5.1;4
"Schiermonnikoog";0;0
"Schouwen-Duiveland";5.9;2
"Simpelveld";47.5;5
"Sint Anthonis";86.2;10
"Sint-Michielsgestel";41.4;12
"Sittard-Geleen";62.6;58
"Sliedrecht";8;2
"Sluis";12.8;3
"Smallingerland";5.4;3
"Soest";30.3;14
"Someren";25.9;5
"Son en Breugel";41.4;7
"Stadskanaal";0;0
"Staphorst";17.6;3
"Stede Broec";13.8;3
"Steenbergen";16;4
"Steenwijkerland";2.3;1
"Stein";20;5
"Stichtse Vecht";15.5;10
"Súdwest-Fryslân";2.2;2
"Terneuzen";9.2;5
"Terschelling";0;0
"Texel";22.1;3
"Teylingen";8.1;3
"Tholen";7.8;2
"Tiel";9.5;4
"Tilburg";61.2;133
"Tubbergen";14.1;3
"Twenterand";0;0
"Tynaarlo";14.8;5
"Tytsjerksteradiel";3.1;1
"Uden";169.9;71
"Uitgeest";14.8;2
"Uithoorn";6.8;2
"Urk";24.1;5
"Utrecht";28.6;101
"Utrechtse Heuvelrug";16.2;8
"Vaals";0;0
"Valkenburg aan de Geul";24.3;4
"Valkenswaard";6.5;2
"Veendam";0;0
"Veenendaal";3;2
"Veere";9.2;2
"Veldhoven";11;5
"Velsen";7.3;5
"Venlo";23.6;24
"Venray";13.8;6
"Vijfheerenlanden";12.6;7
"Vlaardingen";9.7;7
"Vlieland";0;0
"Vlissingen";13.5;6
"Voerendaal";32.1;4
"Voorschoten";7.8;2
"Voorst";4.1;1
"Vught";30.3;8
"Waadhoeke";0;0
"Waalre";11.6;2
"Waalwijk";31.1;15
"Waddinxveen";10.6;3
"Wageningen";5.2;2
"Wassenaar";15.3;4
"Waterland";40.4;7
"Weert";8;4
"Weesp";5.2;1
"West Betuwe";21.7;11
"West Maas en Waal";21;4
"Westerkwartier";3.2;2
"Westerveld";0;0
"Westervoort";6.7;1
"Westerwolde";0;0
"Westland";8.3;9
"Weststellingwerf";0;0
"Westvoorne";20.5;3
"Wierden";0;0
"Wijchen";34.2;14
"Wijdemeren";4.2;1
"Wijk bij Duurstede";21;5
"Winterswijk";0;0
"Woensdrecht";0;0
"Woerden";9.6;5
"Wormerland";6.1;1
"Woudenberg";22.8;3
"Zaanstad";1.9;3
"Zaltbommel";14.1;4
"Zandvoort";5.9;1
"Zeewolde";17.9;4
"Zeist";20.3;13
"Zevenaar";11.5;5
"Zoetermeer";3.2;4
"Zoeterwoude";0;0
"Zuidplas";0;0
"Zundert";32.4;7
"Zutphen";4.2;2
"Zwartewaterland";40;9
"Zwijndrecht";13.4;6
"Zwolle";14.1;18
