"Category";"Aantal per 100.000 inwoners";"Aantal"
"Pekela";16.4;2
"Pijnacker-Nootdorp";47;26
"Purmerend";68.9;56
"Putten";24.9;6
"Raalte";45.1;17
"Reimerswaal";30.8;7
"Renkum";60.5;19
"Renswoude";18.4;1
"Reusel-De Mierden";45.8;6
"Rheden";77.7;34
"Rhenen";29.8;6
"Ridderkerk";71.4;33
"Rijssen-Holten";55;21
"Rijswijk";31.2;17
"Roerdalen";68.1;14
"Roermond";54.9;32
"Roosendaal";33.7;26
"Rotterdam";52.4;341
"Rozendaal";117.3;2
"Rucphen";43.7;10
"Schagen";34.4;16
"Scherpenzeel";40.5;4
"Schiedam";34.3;27
"Schiermonnikoog";0;0
"Schouwen-Duiveland";29.5;10
"Simpelveld";113.7;12
"Sint Anthonis";257;30
"Sint-Michielsgestel";109.6;32
"Sittard-Geleen";114.7;106
"Sliedrecht";23.8;6
"Sluis";25.8;6
"Smallingerland";14.2;8
"Soest";62.2;29
"Someren";139.3;27
"Son en Breugel";138.6;24
"Stadskanaal";3.2;1
"Staphorst";29.2;5
"Stede Broec";92;20
"Steenbergen";69.4;17
"Steenwijkerland";22.7;10
"Stein";128;32
"Stichtse Vecht";50.8;33
"Súdwest-Fryslân";24.4;22
"Terneuzen";33.1;18
"Terschelling";0;0
"Texel";22.1;3
"Teylingen";34.7;13
"Tholen";116.5;30
"Tiel";68.8;29
"Tilburg";139.2;306
"Tubbergen";61.1;13
"Twenterand";17.8;6
"Tynaarlo";50.2;17
"Tytsjerksteradiel";12.5;4
"Uden";337.1;142
"Uitgeest";58.6;8
"Uithoorn";57.7;17
"Urk";66.6;14
"Utrecht";81.1;290
"Utrechtse Heuvelrug";60.5;30
"Vaals";79.2;8
"Valkenburg aan de Geul";79.5;13
"Valkenswaard";99.4;31
"Veendam";7.3;2
"Veenendaal";22.6;15
"Veere";41.1;9
"Veldhoven";57.2;26
"Velsen";55.3;38
"Venlo";84.5;86
"Venray";71.1;31
"Vijfheerenlanden";63.4;36
"Vlaardingen";47.7;35
"Vlieland";0;0
"Vlissingen";22.5;10
"Voerendaal";80.2;10
"Voorschoten";31.2;8
"Voorst";73.3;18
"Vught";135.6;36
"Waadhoeke";13;6
"Waalre";40.1;7
"Waalwijk";121.3;59
"Waddinxveen";30.7;9
"Wageningen";20.2;8
"Wassenaar";22.9;6
"Waterland";68.9;12
"Weert";81.8;41
"Weesp";50.7;10
"West Betuwe";66.4;34
"West Maas en Waal";88;17
"Westerkwartier";28.4;18
"Westerveld";25.7;5
"Westervoort";26.7;4
"Westerwolde";15.5;4
"Westland";52.6;58
"Weststellingwerf";11.6;3
"Westvoorne";74.7;11
"Wierden";36.8;9
"Wijchen";92.4;38
"Wijdemeren";20.5;5
"Wijk bij Duurstede";41.8;10
"Winterswijk";13.9;4
"Woensdrecht";27.4;6
"Woerden";76.5;40
"Wormerland";49.1;8
"Woudenberg";52.4;7
"Zaanstad";35.7;56
"Zaltbommel";55.4;16
"Zandvoort";58.4;10
"Zeewolde";35.3;8
"Zeist";67.8;44
"Zevenaar";45.7;20
"Zoetermeer";20.8;26
"Zoeterwoude";34.8;3
"Zuidplas";36.5;16
"Zundert";110;24
"Zutphen";31.3;15
"Zwartewaterland";189.5;43
"Zwijndrecht";33.5;15
"Zwolle";61.3;79
