"Category";"Aantal per 100.000 inwoners";"Aantal"
"Leidschendam-Voorburg";18.6;14
"Lelystad";33.4;26
"Leudal";81.3;29
"Leusden";43.3;13
"Lingewaard";30.1;14
"Lisse";8.8;2
"Lochem";17.9;6
"Loon op Zand";85.7;20
"Lopik";76;11
"Loppersum";0;0
"Losser";4.4;1
"Maasdriel";12.1;3
"Maasgouw";42.2;10
"Maassluis";21.4;7
"Maastricht";92.1;112
"Medemblik";8.9;4
"Meerssen";42.3;8
"Meierijstad";184.4;149
"Meppel";8.9;3
"Middelburg";14.4;7
"Midden-Delfland";10.3;2
"Midden-Drenthe";3;1
"Midden-Groningen";3.3;2
"Mill en Sint Hubert";45.9;5
"Moerdijk";13.5;5
"Molenlanden";36.5;16
"Montferland";8.3;3
"Montfoort";35.7;5
"Mook en Middelaar";64.1;5
"Neder-Betuwe";45.8;11
"Nederweert";82.3;14
"Nieuwegein";19;12
"Nieuwkoop";21;6
"Nijkerk";18.6;8
"Nijmegen";61.1;108
"Nissewaard";22.4;19
"Noardeast-Fryslân";6.6;3
"Noord-Beveland";27.4;2
"Noordenveld";3.2;1
"Noordoostpolder";10.7;5
"Noordwijk";16.3;7
"Nuenen, Gerwen en Nederwetten";34.5;8
"Nunspeet";105.5;29
"Oegstgeest";36.8;9
"Oirschot";32.2;6
"Oisterwijk";68.9;18
"Oldambt";0;0
"Oldebroek";50.9;12
"Oldenzaal";40.8;13
"Olst-Wijhe";33.2;6
"Ommen";39.3;7
"Oost Gelre";20.2;6
"Oosterhout";46.7;26
"Ooststellingwerf";3.9;1
"Oostzaan";61.5;6
"Opmeer";0;0
"Opsterland";13.5;4
"Oss";88.6;81
"Oude IJsselstreek";10.1;4
"Ouder-Amstel";50.3;7
"Oudewater";98;10
"Overbetuwe";79.9;38
"Papendrecht";18.6;6
"Peel en Maas";203.2;88
"Pekela";16.4;2
"Pijnacker-Nootdorp";29.4;16
"Purmerend";39.9;32
"Putten";20.7;5
"Raalte";26.7;10
"Reimerswaal";30.9;7
"Renkum";38.3;12
"Renswoude";0;0
"Reusel-De Mierden";7.7;1
"Rheden";41.2;18
"Rhenen";5;1
"Ridderkerk";19.5;9
"Rijssen-Holten";23.5;9
"Rijswijk";18.7;10
"Roerdalen";48.5;10
"Roermond";48.1;28
"Roosendaal";26;20
"Rotterdam";28.9;186
"Rozendaal";120.9;2
"Rucphen";26.6;6
"Schagen";23.6;11
"Scherpenzeel";20.3;2
"Schiedam";17.9;14
"Schiermonnikoog";0;0
"Schouwen-Duiveland";17.8;6
"Simpelveld";76.1;8
"Sint Anthonis";112;13
"Sint-Michielsgestel";62.1;18
"Sittard-Geleen";92.8;86
"Sliedrecht";20;5
"Sluis";21.4;5
"Smallingerland";7.2;4
"Soest";45.5;21
"Someren";51.8;10
"Son en Breugel";88.7;15
"Stadskanaal";0;0
"Staphorst";23.5;4
"Stede Broec";59.9;13
"Steenbergen";43.9;11
"Steenwijkerland";13.7;6
"Stein";96.1;24
"Stichtse Vecht";34.2;22
"Súdwest-Fryslân";8.9;8
"Terneuzen";18.3;10
"Terschelling";0;0
"Texel";22.1;3
"Teylingen";21.6;8
"Tholen";50.4;13
"Tiel";33.4;14
"Tilburg";103.1;224
"Tubbergen";18.8;4
"Twenterand";8.9;3
"Tynaarlo";38.6;13
"Tytsjerksteradiel";6.3;2
"Uden";225;94
"Uitgeest";29.6;4
"Uithoorn";17;5
"Urk";33.7;7
"Utrecht";54.1;191
"Utrechtse Heuvelrug";30.3;15
"Vaals";39.6;4
"Valkenburg aan de Geul";54.6;9
"Valkenswaard";29.1;9
"Veendam";3.6;1
"Veenendaal";10.7;7
"Veere";27.5;6
"Veldhoven";39.7;18
"Velsen";21.9;15
"Venlo";46.3;47
"Venray";39.2;17
"Vijfheerenlanden";37.7;21
"Vlaardingen";30.4;22
"Vlieland";0;0
"Vlissingen";18;8
"Voerendaal";48.2;6
"Voorschoten";19.6;5
"Voorst";24.6;6
"Vught";83.3;22
"Waadhoeke";0;0
"Waalre";11.6;2
"Waalwijk";70.5;34
"Waddinxveen";17.7;5
"Wageningen";7.7;3
"Wassenaar";19.1;5
"Waterland";63.5;11
"Weert";48.2;24
"Weesp";31;6
"West Betuwe";37.5;19
"West Maas en Waal";57.7;11
"Westerkwartier";14.3;9
"Westerveld";10.3;2
"Westervoort";13.4;2
"Westerwolde";11.9;3
"Westland";25.8;28
"Weststellingwerf";3.9;1
"Westvoorne";54.7;8
"Wierden";4.1;1
"Wijchen";58.6;24
"Wijdemeren";12.5;3
"Wijk bij Duurstede";25.3;6
"Winterswijk";6.9;2
"Woensdrecht";22.9;5
"Woerden";42.1;22
"Wormerland";18.4;3
"Woudenberg";45.6;6
"Zaanstad";18.6;29
"Zaltbommel";24.6;7
"Zandvoort";35.3;6
"Zeewolde";22.4;5
"Zeist";39.1;25
"Zevenaar";23;10
"Zoetermeer";10.4;13
"Zoeterwoude";11.8;1
"Zuidplas";14;6
"Zundert";64.8;14
"Zutphen";16.8;8
"Zwartewaterland";133.3;30
"Zwijndrecht";20.2;9
"Zwolle";36.9;47
