"Category";"Aantal per 100.000 inwoners";"Aantal"
"Druten";68.7;13
"Duiven";23.9;6
"Echt-Susteren";88.6;28
"Edam-Volendam";38.7;14
"Ede";39.3;46
"Eemnes";10.8;1
"Eersel";88;17
"Eijsden-Margraten";167;43
"Eindhoven";54.6;128
"Elburg";47.5;11
"Emmen";11.2;12
"Enkhuizen";91.4;17
"Enschede";30.7;49
"Epe";60.3;20
"Ermelo";70.4;19
"Etten-Leur";113.9;50
"Geertruidenberg";55.7;12
"Geldrop-Mierlo";55.4;22
"Gemert-Bakel";266.9;82
"Gennep";82.7;14
"Gilze en Rijen";94.6;25
"Goeree-Overflakkee";183.8;92
"Goes";31.5;12
"Goirle";108.8;26
"Gooise Meren";43.1;25
"Gorinchem";37.8;14
"Gouda";47.7;35
"Grave";152.8;19
"Groningen";36.5;85
"Gulpen-Wittem";56.4;8
"Haaksbergen";37;9
"Haaren";146.1;21
"Haarlem";44.8;73
"Haarlemmermeer";28.8;45
"Halderberge";39.6;12
"Hardenberg";26.3;16
"Harderwijk";37.2;18
"Hardinxveld-Giessendam";38.3;7
"Harlingen";19.1;3
"Hattem";57.3;7
"Heemskerk";48.5;19
"Heemstede";99.1;27
"Heerde";150.6;28
"Heerenveen";13.9;7
"Heerhugowaard";39.9;23
"Heerlen";86.2;75
"Heeze-Leende";74.3;12
"Heiloo";54.2;13
"Hellendoorn";27.8;10
"Hellevoetsluis";37.4;15
"Helmond";98.5;91
"Hendrik-Ido-Ambacht";16;5
"Hengelo";30.8;25
"Het Hogeland";14.6;7
"Heumen";97.3;16
"Heusden";87.3;39
"Hillegom";18;4
"Hilvarenbeek";77.3;12
"Hilversum";26.4;24
"Hoeksche Waard";62.9;55
"Hof van Twente";48.6;17
"Hollands Kroon";37.2;18
"Hoogeveen";16.2;9
"Hoorn";27.3;20
"Horst aan de Maas";63.6;27
"Houten";103.7;52
"Huizen";31.5;13
"Hulst";10.9;3
"IJsselstein";90.9;31
"Kaag en Braassem";22;6
"Kampen";101.2;55
"Kapelle";15.8;2
"Katwijk";28.9;19
"Kerkrade";70;32
"Koggenland";39.6;9
"Krimpen aan den IJssel";40.6;12
"Krimpenerwaard";53.3;30
"Laarbeek";173.1;39
"Landerd";279.7;44
"Landgraaf";77.4;29
"Landsmeer";60.9;7
"Langedijk";49.7;14
"Lansingerland";72.1;45
"Laren";71;8
"Leeuwarden";16.1;20
"Leiden";28;35
"Leiderdorp";18.5;5
"Leidschendam-Voorburg";27.4;21
"Lelystad";39.4;31
"Leudal";114.2;41
"Leusden";55.9;17
"Lingewaard";53.6;25
"Lisse";13.1;3
"Lochem";41.5;14
"Loon op Zand";123.9;29
"Lopik";89.8;13
"Loppersum";10.5;1
"Losser";4.4;1
"Maasdriel";32;8
"Maasgouw";54.3;13
"Maassluis";42.1;14
"Maastricht";133.3;162
"Medemblik";31;14
"Meerssen";53.1;10
"Meierijstad";254.9;207
"Meppel";17.7;6
"Middelburg";20.5;10
"Midden-Delfland";20.7;4
"Midden-Drenthe";12.1;4
"Midden-Groningen";9.9;6
"Mill en Sint Hubert";82.3;9
"Moerdijk";26.9;10
"Molenlanden";41;18
"Montferland";16.7;6
"Montfoort";86.2;12
"Mook en Middelaar";101.9;8
"Neder-Betuwe";82.2;20
"Nederweert";141;24
"Nieuwegein";39.4;25
"Nieuwkoop";27.8;8
"Nijkerk";41.7;18
"Nijmegen";83.9;149
"Nissewaard";43.4;37
"Noardeast-Fryslân";8.8;4
"Noord-Beveland";27;2
"Noordenveld";9.6;3
"Noordoostpolder";21.2;10
"Noordwijk";34.5;15
"Nuenen, Gerwen en Nederwetten";55.6;13
"Nunspeet";154.4;43
"Oegstgeest";52.3;13
"Oirschot";58.8;11
"Oisterwijk";91.5;24
"Oldambt";5.2;2
"Oldebroek";93;22
"Oldenzaal";56.5;18
"Olst-Wijhe";32.9;6
"Ommen";55.5;10
"Oost Gelre";27;8
"Oosterhout";64.3;36
"Ooststellingwerf";3.9;1
"Oostzaan";71.9;7
"Opmeer";16.9;2
"Opsterland";20.2;6
"Oss";153.4;141
"Oude IJsselstreek";17.8;7
"Ouder-Amstel";64.2;9
"Oudewater";205.4;21
"Overbetuwe";112.7;54
"Papendrecht";21.8;7
"Peel en Maas";274.1;119
"Pekela";16.4;2
"Pijnacker-Nootdorp";43.4;24
"Purmerend";64;52
"Putten";24.9;6
"Raalte";39.8;15
"Reimerswaal";30.8;7
"Renkum";57.3;18
"Renswoude";18.4;1
"Reusel-De Mierden";38.1;5
"Rheden";68.6;30
"Rhenen";29.8;6
"Ridderkerk";58.4;27
"Rijssen-Holten";44.5;17
"Rijswijk";29.4;16
"Roerdalen";68.1;14
"Roermond";54.9;32
"Roosendaal";32.4;25
"Rotterdam";47.3;308
"Rozendaal";117.3;2
"Rucphen";43.7;10
"Schagen";28;13
"Scherpenzeel";50.6;5
"Schiedam";27.9;22
"Schiermonnikoog";0;0
"Schouwen-Duiveland";26.6;9
"Simpelveld";104.2;11
"Sint Anthonis";179.9;21
"Sint-Michielsgestel";99.3;29
"Sittard-Geleen";110.4;102
"Sliedrecht";23.8;6
"Sluis";25.8;6
"Smallingerland";12.5;7
"Soest";60.1;28
"Someren";113.5;22
"Son en Breugel";127;22
"Stadskanaal";3.2;1
"Staphorst";29.2;5
"Stede Broec";82.8;18
"Steenbergen";57.1;14
"Steenwijkerland";18.1;8
"Stein";124;31
"Stichtse Vecht";47.7;31
"Súdwest-Fryslân";21.1;19
"Terneuzen";31.2;17
"Terschelling";0;0
"Texel";22.1;3
"Teylingen";29.4;11
"Tholen";97.1;25
"Tiel";64;27
"Tilburg";129.2;284
"Tubbergen";56.4;12
"Twenterand";14.8;5
"Tynaarlo";47.2;16
"Tytsjerksteradiel";12.5;4
"Uden";308.6;130
"Uitgeest";51.3;7
"Uithoorn";54.3;16
"Urk";47.5;10
"Utrecht";74.1;265
"Utrechtse Heuvelrug";50.4;25
"Vaals";59.4;6
"Valkenburg aan de Geul";73.3;12
"Valkenswaard";83.3;26
"Veendam";7.3;2
"Veenendaal";21.1;14
"Veere";41.1;9
"Veldhoven";52.8;24
"Velsen";45.2;31
"Venlo";69.7;71
"Venray";59.6;26
"Vijfheerenlanden";47.5;27
"Vlaardingen";40.8;30
"Vlieland";0;0
"Vlissingen";22.5;10
"Voerendaal";64.1;8
"Voorschoten";27.3;7
"Voorst";61.1;15
"Vught";116.7;31
"Waadhoeke";6.5;3
"Waalre";34.4;6
"Waalwijk";111.1;54
"Waddinxveen";27.3;8
"Wageningen";17.6;7
"Wassenaar";22.9;6
"Waterland";63.1;11
"Weert";71.8;36
"Weesp";50.7;10
"West Betuwe";66.4;34
"West Maas en Waal";77.6;15
"Westerkwartier";25.2;16
"Westerveld";20.6;4
"Westervoort";26.7;4
"Westerwolde";11.6;3
"Westland";40.8;45
"Weststellingwerf";7.7;2
"Westvoorne";74.7;11
"Wierden";28.6;7
"Wijchen";85.1;35
"Wijdemeren";20.5;5
"Wijk bij Duurstede";37.6;9
"Winterswijk";10.4;3
"Woensdrecht";27.4;6
"Woerden";65;34
"Wormerland";42.9;7
"Woudenberg";44.9;6
"Zaanstad";31.9;50
"Zaltbommel";45;13
"Zandvoort";40.9;7
"Zeewolde";30.9;7
"Zeist";61.6;40
"Zevenaar";34.3;15
"Zoetermeer";16.8;21
"Zoeterwoude";23.2;2
"Zuidplas";34.2;15
"Zundert";105.4;23
"Zutphen";22.9;11
"Zwartewaterland";167.5;38
"Zwijndrecht";29.1;13
"Zwolle";52.8;68
